date,value,series_id,indicator_name
2021-12-26 18:23:06.098021,16277.41,M2,M2 Money Stock
2022-01-02 18:23:06.098021,15902.75,M2,M2 Money Stock
2022-01-09 18:23:06.098021,16423.97,M2,M2 Money Stock
2022-01-16 18:23:06.098021,16189.81,M2,M2 Money Stock
2022-01-23 18:23:06.098021,16565.44,M2,M2 Money Stock
2022-01-30 18:23:06.098021,16515.18,M2,M2 Money Stock
2022-02-06 18:23:06.098021,16054.72,M2,M2 Money Stock
2022-02-13 18:23:06.098021,16315.59,M2,M2 Money Stock
2022-02-20 18:23:06.098021,16660.08,M2,M2 Money Stock
2022-02-27 18:23:06.098021,16525.43,M2,M2 Money Stock
2022-03-06 18:23:06.098021,16631.15,M2,M2 Money Stock
2022-03-13 18:23:06.098021,16665.48,M2,M2 Money Stock
2022-03-20 18:23:06.098021,16389.54,M2,M2 Money Stock
2022-03-27 18:23:06.098021,16395.05,M2,M2 Money Stock
2022-04-03 18:23:06.098021,16282.01,M2,M2 Money Stock
2022-04-10 18:23:06.098021,16507.08,M2,M2 Money Stock
2022-04-17 18:23:06.098021,16342.61,M2,M2 Money Stock
2022-04-24 18:23:06.098021,16405.31,M2,M2 Money Stock
2022-05-01 18:23:06.098021,16697.3,M2,M2 Money Stock
2022-05-08 18:23:06.098021,16502.68,M2,M2 Money Stock
2022-05-15 18:23:06.098021,16741.14,M2,M2 Money Stock
2022-05-22 18:23:06.098021,16839.77,M2,M2 Money Stock
2022-05-29 18:23:06.098021,16415.5,M2,M2 Money Stock
2022-06-05 18:23:06.098021,16787.88,M2,M2 Money Stock
2022-06-12 18:23:06.098021,16823.08,M2,M2 Money Stock
2022-06-19 18:23:06.098021,16462.33,M2,M2 Money Stock
2022-06-26 18:23:06.098021,16746.74,M2,M2 Money Stock
2022-07-03 18:23:06.098021,16505.67,M2,M2 Money Stock
2022-07-10 18:23:06.098021,16832.85,M2,M2 Money Stock
2022-07-17 18:23:06.098021,16607.23,M2,M2 Money Stock
2022-07-24 18:23:06.098021,16733.31,M2,M2 Money Stock
2022-07-31 18:23:06.098021,16727.22,M2,M2 Money Stock
2022-08-07 18:23:06.098021,16902.83,M2,M2 Money Stock
2022-08-14 18:23:06.098021,16913.24,M2,M2 Money Stock
2022-08-21 18:23:06.098021,16833.57,M2,M2 Money Stock
2022-08-28 18:23:06.098021,16900.89,M2,M2 Money Stock
2022-09-04 18:23:06.098021,16758.59,M2,M2 Money Stock
2022-09-11 18:23:06.098021,16710.51,M2,M2 Money Stock
2022-09-18 18:23:06.098021,16832.38,M2,M2 Money Stock
2022-09-25 18:23:06.098021,16948.92,M2,M2 Money Stock
2022-10-02 18:23:06.098021,16936.21,M2,M2 Money Stock
2022-10-09 18:23:06.098021,17057.76,M2,M2 Money Stock
2022-10-16 18:23:06.098021,16942.44,M2,M2 Money Stock
2022-10-23 18:23:06.098021,17082.76,M2,M2 Money Stock
2022-10-30 18:23:06.098021,16897.38,M2,M2 Money Stock
2022-11-06 18:23:06.098021,17076.53,M2,M2 Money Stock
2022-11-13 18:23:06.098021,17182.84,M2,M2 Money Stock
2022-11-20 18:23:06.098021,17215.34,M2,M2 Money Stock
2022-11-27 18:23:06.098021,16942.19,M2,M2 Money Stock
2022-12-04 18:23:06.098021,16778.4,M2,M2 Money Stock
2022-12-11 18:23:06.098021,17126.29,M2,M2 Money Stock
2022-12-18 18:23:06.098021,16867.56,M2,M2 Money Stock
2022-12-25 18:23:06.098021,17304.97,M2,M2 Money Stock
2023-01-01 18:23:06.098021,17109.52,M2,M2 Money Stock
2023-01-08 18:23:06.098021,16858.75,M2,M2 Money Stock
2023-01-15 18:23:06.098021,17142.61,M2,M2 Money Stock
2023-01-22 18:23:06.098021,17140.23,M2,M2 Money Stock
2023-01-29 18:23:06.098021,17308.82,M2,M2 Money Stock
2023-02-05 18:23:06.098021,17062.49,M2,M2 Money Stock
2023-02-12 18:23:06.098021,17225.67,M2,M2 Money Stock
2023-02-19 18:23:06.098021,17260.8,M2,M2 Money Stock
2023-02-26 18:23:06.098021,17122.86,M2,M2 Money Stock
2023-03-05 18:23:06.098021,17324.61,M2,M2 Money Stock
2023-03-12 18:23:06.098021,17097.72,M2,M2 Money Stock
2023-03-19 18:23:06.098021,17007.36,M2,M2 Money Stock
2023-03-26 18:23:06.098021,16881.32,M2,M2 Money Stock
2023-04-02 18:23:06.098021,17114.36,M2,M2 Money Stock
2023-04-09 18:23:06.098021,17315.97,M2,M2 Money Stock
2023-04-16 18:23:06.098021,17637.83,M2,M2 Money Stock
2023-04-23 18:23:06.098021,17275.48,M2,M2 Money Stock
2023-04-30 18:23:06.098021,17652.51,M2,M2 Money Stock
2023-05-07 18:23:06.098021,17471.63,M2,M2 Money Stock
2023-05-14 18:23:06.098021,17536.4,M2,M2 Money Stock
2023-05-21 18:23:06.098021,17642.31,M2,M2 Money Stock
2023-05-28 18:23:06.098021,17243.96,M2,M2 Money Stock
2023-06-04 18:23:06.098021,17417.41,M2,M2 Money Stock
2023-06-11 18:23:06.098021,17473.9,M2,M2 Money Stock
2023-06-18 18:23:06.098021,18064.29,M2,M2 Money Stock
2023-06-25 18:23:06.098021,17634.26,M2,M2 Money Stock
2023-07-02 18:23:06.098021,17529.03,M2,M2 Money Stock
2023-07-09 18:23:06.098021,17723.26,M2,M2 Money Stock
2023-07-16 18:23:06.098021,17592.76,M2,M2 Money Stock
2023-07-23 18:23:06.098021,17542.01,M2,M2 Money Stock
2023-07-30 18:23:06.098021,17685.16,M2,M2 Money Stock
2023-08-06 18:23:06.098021,17779.42,M2,M2 Money Stock
2023-08-13 18:23:06.098021,17681.89,M2,M2 Money Stock
2023-08-20 18:23:06.098021,17756.56,M2,M2 Money Stock
2023-08-27 18:23:06.098021,17605.3,M2,M2 Money Stock
2023-09-03 18:23:06.098021,17754.06,M2,M2 Money Stock
2023-09-10 18:23:06.098021,17823.56,M2,M2 Money Stock
2023-09-17 18:23:06.098021,17763.21,M2,M2 Money Stock
2023-09-24 18:23:06.098021,17883.24,M2,M2 Money Stock
2023-10-01 18:23:06.098021,17614.25,M2,M2 Money Stock
2023-10-08 18:23:06.098021,18028.07,M2,M2 Money Stock
2023-10-15 18:23:06.098021,17904.71,M2,M2 Money Stock
2023-10-22 18:23:06.098021,17804.47,M2,M2 Money Stock
2023-10-29 18:23:06.098021,17627.53,M2,M2 Money Stock
2023-11-05 18:23:06.098021,17818.44,M2,M2 Money Stock
2023-11-12 18:23:06.098021,17749.23,M2,M2 Money Stock
2023-11-19 18:23:06.098021,17578.31,M2,M2 Money Stock
2023-11-26 18:23:06.098021,18086.44,M2,M2 Money Stock
2023-12-03 18:23:06.098021,17609.45,M2,M2 Money Stock
2023-12-10 18:23:06.098021,17839.28,M2,M2 Money Stock
2023-12-17 18:23:06.098021,18131.7,M2,M2 Money Stock
2023-12-24 18:23:06.098021,18167.71,M2,M2 Money Stock
2023-12-31 18:23:06.098021,17986.1,M2,M2 Money Stock
2024-01-07 18:23:06.098021,18235.12,M2,M2 Money Stock
2024-01-14 18:23:06.098021,17976.56,M2,M2 Money Stock
2024-01-21 18:23:06.098021,17541.94,M2,M2 Money Stock
2024-01-28 18:23:06.098021,18145.77,M2,M2 Money Stock
2024-02-04 18:23:06.098021,18154.45,M2,M2 Money Stock
2024-02-11 18:23:06.098021,17921.06,M2,M2 Money Stock
2024-02-18 18:23:06.098021,17861.59,M2,M2 Money Stock
2024-02-25 18:23:06.098021,18109.92,M2,M2 Money Stock
2024-03-03 18:23:06.098021,18124.35,M2,M2 Money Stock
2024-03-10 18:23:06.098021,18242.54,M2,M2 Money Stock
2024-03-17 18:23:06.098021,17990.93,M2,M2 Money Stock
2024-03-24 18:23:06.098021,18200.43,M2,M2 Money Stock
2024-03-31 18:23:06.098021,18070.44,M2,M2 Money Stock
2024-04-07 18:23:06.098021,18464.57,M2,M2 Money Stock
2024-04-14 18:23:06.098021,18311.06,M2,M2 Money Stock
2024-04-21 18:23:06.098021,18296.87,M2,M2 Money Stock
2024-04-28 18:23:06.098021,18540.15,M2,M2 Money Stock
2024-05-05 18:23:06.098021,18038.19,M2,M2 Money Stock
2024-05-12 18:23:06.098021,18203.38,M2,M2 Money Stock
2024-05-19 18:23:06.098021,18251.28,M2,M2 Money Stock
2024-05-26 18:23:06.098021,18135.4,M2,M2 Money Stock
2024-06-02 18:23:06.098021,18528.52,M2,M2 Money Stock
2024-06-09 18:23:06.098021,18468.7,M2,M2 Money Stock
2024-06-16 18:23:06.098021,18351.86,M2,M2 Money Stock
2024-06-23 18:23:06.098021,18208.58,M2,M2 Money Stock
2024-06-30 18:23:06.098021,18488.23,M2,M2 Money Stock
2024-07-07 18:23:06.098021,18163.58,M2,M2 Money Stock
2024-07-14 18:23:06.098021,18409.45,M2,M2 Money Stock
2024-07-21 18:23:06.098021,18500.48,M2,M2 Money Stock
2024-07-28 18:23:06.098021,18902.27,M2,M2 Money Stock
2024-08-04 18:23:06.098021,18439.85,M2,M2 Money Stock
2024-08-11 18:23:06.098021,18568.34,M2,M2 Money Stock
2024-08-18 18:23:06.098021,18811.46,M2,M2 Money Stock
2024-08-25 18:23:06.098021,18900.62,M2,M2 Money Stock
2024-09-01 18:23:06.098021,18750.64,M2,M2 Money Stock
2024-09-08 18:23:06.098021,18393.87,M2,M2 Money Stock
2024-09-15 18:23:06.098021,18724.67,M2,M2 Money Stock
2024-09-22 18:23:06.098021,18665.49,M2,M2 Money Stock
2024-09-29 18:23:06.098021,18680.76,M2,M2 Money Stock
2024-10-06 18:23:06.098021,18591.54,M2,M2 Money Stock
2024-10-13 18:23:06.098021,18748.77,M2,M2 Money Stock
2024-10-20 18:23:06.098021,18137.27,M2,M2 Money Stock
2024-10-27 18:23:06.098021,18661.87,M2,M2 Money Stock
2024-11-03 18:23:06.098021,18454.37,M2,M2 Money Stock
2024-11-10 18:23:06.098021,18741.64,M2,M2 Money Stock
2024-11-17 18:23:06.098021,18740.81,M2,M2 Money Stock
2024-11-24 18:23:06.098021,18908.48,M2,M2 Money Stock
2024-12-01 18:23:06.098021,18850.1,M2,M2 Money Stock
2024-12-08 18:23:06.098021,18946.73,M2,M2 Money Stock
2024-12-15 18:23:06.098021,18813.51,M2,M2 Money Stock
2024-12-22 18:23:06.098021,18368.51,M2,M2 Money Stock
2024-12-29 18:23:06.098021,18738.36,M2,M2 Money Stock
2025-01-05 18:23:06.098021,18827.74,M2,M2 Money Stock
2025-01-12 18:23:06.098021,18814.89,M2,M2 Money Stock
2025-01-19 18:23:06.098021,18732.37,M2,M2 Money Stock
2025-01-26 18:23:06.098021,18996.88,M2,M2 Money Stock
2025-02-02 18:23:06.098021,18719.89,M2,M2 Money Stock
2025-02-09 18:23:06.098021,18826.07,M2,M2 Money Stock
2025-02-16 18:23:06.098021,18841.67,M2,M2 Money Stock
2025-02-23 18:23:06.098021,18549.99,M2,M2 Money Stock
2025-03-02 18:23:06.098021,18849.74,M2,M2 Money Stock
2025-03-09 18:23:06.098021,19085.1,M2,M2 Money Stock
2025-03-16 18:23:06.098021,18955.95,M2,M2 Money Stock
2025-03-23 18:23:06.098021,19158.25,M2,M2 Money Stock
2025-03-30 18:23:06.098021,18819.69,M2,M2 Money Stock
2025-04-06 18:23:06.098021,19318.33,M2,M2 Money Stock
2025-04-13 18:23:06.098021,18950.34,M2,M2 Money Stock
