title,summary,source,published_at,url,polarity,subjectivity,sentiment
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-30 22:29:39.003964,https://example.com,0.024774314516230467,0.1823098727865573,neutral
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-29 22:29:39.003964,https://example.com,-0.9583508244879664,0.06460592040786495,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-29 22:29:39.003964,https://example.com,-0.1430231674422784,0.4514159812726869,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-29 22:29:39.003964,https://example.com,-0.0446825127518411,0.028814640395228852,neutral
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-28 22:29:39.003964,https://example.com,0.9041061365635774,0.06830314196580589,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-28 22:29:39.003964,https://example.com,-0.49515658108051785,0.3513140742006424,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-28 22:29:39.003964,https://example.com,0.17756797390272006,0.44533647966307033,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-28 22:29:39.003964,https://example.com,0.8311432129916554,0.1313668144617226,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-28 22:29:39.003964,https://example.com,0.21909755165268718,0.0068271260489433105,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-27 22:29:39.003964,https://example.com,-0.250345904609818,0.424346502770083,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-27 22:29:39.003964,https://example.com,0.915128778659299,0.8340909376478555,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-26 22:29:39.003964,https://example.com,0.35893578387835556,0.4287906159920698,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-26 22:29:39.003964,https://example.com,0.7607431540217544,0.682782946008395,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-26 22:29:39.003964,https://example.com,0.16082817354112788,0.5692654002760594,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-25 22:29:39.003964,https://example.com,0.7000571212439834,0.04889252242062203,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-25 22:29:39.003964,https://example.com,-0.6072279781113303,0.5483958613009727,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-25 22:29:39.003964,https://example.com,-0.4556135991101844,0.520084840456035,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-24 22:29:39.003964,https://example.com,0.1138457645443427,0.04410009695552286,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-23 22:29:39.003964,https://example.com,-0.901629330676246,0.42036662054513907,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-23 22:29:39.003964,https://example.com,-0.9157181067318485,0.026876357452057298,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-23 22:29:39.003964,https://example.com,0.459968020454695,0.6121333905624037,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-22 22:29:39.003964,https://example.com,0.39464554700390586,0.9742493254808559,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-22 22:29:39.003964,https://example.com,0.9241313708448535,0.1944703774117832,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-22 22:29:39.003964,https://example.com,0.44326671545512797,0.014252544359800057,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-22 22:29:39.003964,https://example.com,0.13309538012373556,0.8607334009572533,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-21 22:29:39.003964,https://example.com,-0.9067281146290742,0.08521667020284429,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-21 22:29:39.003964,https://example.com,0.5765377202920721,0.2946778904067373,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-21 22:29:39.003964,https://example.com,-0.15498012942504946,0.36175101588121583,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-20 22:29:39.003964,https://example.com,0.3693309628595052,0.5717032678385007,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-20 22:29:39.003964,https://example.com,0.9321922356713725,0.7652392367928812,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-20 22:29:39.003964,https://example.com,0.9242851846201923,0.7526871126997347,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-20 22:29:39.003964,https://example.com,0.7880235700787996,0.811914007939052,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-19 22:29:39.003964,https://example.com,0.19423244388893957,0.46960489035930963,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-19 22:29:39.003964,https://example.com,-0.1451318504923973,0.9370690410900541,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-19 22:29:39.003964,https://example.com,0.2440112021510441,0.7648648574597369,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-18 22:29:39.003964,https://example.com,0.33160646443396913,0.6733313478470003,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-18 22:29:39.003964,https://example.com,-0.2861792840969455,0.8980148854175802,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-18 22:29:39.003964,https://example.com,-0.39964688160001627,0.19728996462506565,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-17 22:29:39.003964,https://example.com,-0.7706587554088129,0.7194206473178637,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-16 22:29:39.003964,https://example.com,0.18283371168681595,0.11984890584642904,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-16 22:29:39.003964,https://example.com,-0.2127445580621583,0.8035210904481123,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-16 22:29:39.003964,https://example.com,-0.5358080107684786,0.9442490825027375,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-16 22:29:39.003964,https://example.com,-0.1283644962232635,0.8602264816558631,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-15 22:29:39.003964,https://example.com,-0.7133992185379283,0.1312374661576593,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-15 22:29:39.003964,https://example.com,-0.46237582667355626,0.38636549333701586,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-15 22:29:39.003964,https://example.com,0.7108181404679563,0.2535499696913819,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-15 22:29:39.003964,https://example.com,0.6686347267120234,0.5056303204431547,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-15 22:29:39.003964,https://example.com,-0.9794661598917052,0.563846965708694,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-14 22:29:39.003964,https://example.com,-0.8910837631270847,0.9695289626924412,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-13 22:29:39.003964,https://example.com,-0.6056549459923868,0.3346185817997598,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-13 22:29:39.003964,https://example.com,-0.6846934571106889,0.36719341162519703,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-13 22:29:39.003964,https://example.com,0.9779901489065523,0.20662389448869412,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-13 22:29:39.003964,https://example.com,-0.2888960306804942,0.8718570949297624,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-13 22:29:39.003964,https://example.com,-0.15866340069902352,0.3261333776790398,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-12 22:29:39.003964,https://example.com,0.06102556613228205,0.504970099787614,neutral
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-11 22:29:39.003964,https://example.com,0.9385406412061943,0.4656352922246835,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-11 22:29:39.003964,https://example.com,0.7997457996690767,0.719542907309562,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-11 22:29:39.003964,https://example.com,0.08256132774947811,0.050012920951042705,neutral
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-11 22:29:39.003964,https://example.com,0.9697583745982201,0.5695487785348564,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-10 22:29:39.003964,https://example.com,-0.09203803603070404,0.756858633655583,neutral
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-10 22:29:39.003964,https://example.com,0.9423486232900147,0.7140321787965797,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-10 22:29:39.003964,https://example.com,0.09989282447227099,0.7764522751107493,neutral
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-10 22:29:39.003964,https://example.com,0.7110158906157817,0.0009660250933547498,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-10 22:29:39.003964,https://example.com,0.279883456053478,0.6066660390078066,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-09 22:29:39.003964,https://example.com,-0.9192162488970439,0.527429403550557,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-09 22:29:39.003964,https://example.com,0.9962415564442346,0.2584377906959213,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-09 22:29:39.003964,https://example.com,-0.9907229389461569,0.06048547754633771,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-09 22:29:39.003964,https://example.com,0.6012822408178564,0.3439419306510937,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-08 22:29:39.003964,https://example.com,-0.6518902376736802,0.9840144437055296,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-08 22:29:39.003964,https://example.com,-0.7291552385981839,0.008564469625219062,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-08 22:29:39.003964,https://example.com,0.1739302513277763,0.8162444574519891,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-08 22:29:39.003964,https://example.com,0.8254450096665398,0.6330881484022715,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-07 22:29:39.003964,https://example.com,0.7528912705664184,0.07319412625079258,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-07 22:29:39.003964,https://example.com,0.4707671583400257,0.22699585294370195,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-07 22:29:39.003964,https://example.com,-0.6909571106094698,0.6860930852578603,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-07 22:29:39.003964,https://example.com,0.9504815167693128,0.9655228163237543,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-06 22:29:39.003964,https://example.com,0.6976241642962784,0.8089718633174983,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-06 22:29:39.003964,https://example.com,-0.38297228696704977,0.6057973997637218,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-06 22:29:39.003964,https://example.com,-0.39191333099905035,0.5328313573398304,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-06 22:29:39.003964,https://example.com,0.42803486689713144,0.4503009703692348,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-06 22:29:39.003964,https://example.com,-0.3704424803254285,0.11487379368337725,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-05 22:29:39.003964,https://example.com,-0.7625860110446081,0.5197263817202669,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-05 22:29:39.003964,https://example.com,0.6629979876204664,0.29445975458337614,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-05 22:29:39.003964,https://example.com,0.31364157743294396,0.439403619481906,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-05 22:29:39.003964,https://example.com,-0.7179945770602301,0.14709953011330756,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-05 22:29:39.003964,https://example.com,0.14349236949120692,0.6046010029541365,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-04 22:29:39.003964,https://example.com,0.2908144160062369,0.16058786947231973,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-04 22:29:39.003964,https://example.com,-0.5178013455633501,0.576710240234763,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-04 22:29:39.003964,https://example.com,-0.22962332891660608,0.8443112152071764,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-03 22:29:39.003964,https://example.com,-0.4035901122699299,0.8154795980793894,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-02 22:29:39.003964,https://example.com,-0.2788620004989395,0.26854445104280844,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-02 22:29:39.003964,https://example.com,-0.5383627737019228,0.19857513678764227,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-02 22:29:39.003964,https://example.com,-0.43964977343714207,0.7998418123554676,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-02 22:29:39.003964,https://example.com,0.8024933800865766,0.9666865009534997,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-01 22:29:39.003964,https://example.com,0.5995495275636271,0.5792801377560018,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-03-01 22:29:39.003964,https://example.com,-0.3792858593958155,0.8288778229789404,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-28 22:29:39.003964,https://example.com,0.07894773870668814,0.46047137603152033,neutral
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-27 22:29:39.003964,https://example.com,0.4804564387226027,0.38168812716971423,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-27 22:29:39.003964,https://example.com,-0.21452982648211028,0.5895497137202297,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-27 22:29:39.003964,https://example.com,0.2846837722805713,0.7226387594135336,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-27 22:29:39.003964,https://example.com,0.6644068762703876,0.06026628299676007,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-26 22:29:39.003964,https://example.com,-0.4887236025972126,0.027911829870057803,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-26 22:29:39.003964,https://example.com,0.29422423584801005,0.05381960768296967,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-26 22:29:39.003964,https://example.com,0.6228117332382701,0.7057831422606398,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-25 22:29:39.003964,https://example.com,-0.4956464133694871,0.6295882810066055,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-25 22:29:39.003964,https://example.com,0.5104112904505016,0.11981953867125872,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-24 22:29:39.003964,https://example.com,0.3551960595810859,0.5642456475612596,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-23 22:29:39.003964,https://example.com,0.6690037889608675,0.03693161504302667,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-23 22:29:39.003964,https://example.com,0.7480131500636023,0.276130328044222,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-22 22:29:39.003964,https://example.com,-0.21745676328534125,0.5518742789545781,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-22 22:29:39.003964,https://example.com,0.6550803443292001,0.8924090786038765,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-22 22:29:39.003964,https://example.com,-0.24743984954739195,0.05174780937001411,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-22 22:29:39.003964,https://example.com,-0.24107037111247198,0.1576564062551321,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-21 22:29:39.003964,https://example.com,0.5942391219200069,0.4484581361862717,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-21 22:29:39.003964,https://example.com,-0.41232957514358026,0.6765209038728396,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-21 22:29:39.003964,https://example.com,0.9855018973111993,0.44974661765114465,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-21 22:29:39.003964,https://example.com,-0.8622924634693536,0.9033218053359726,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-20 22:29:39.003964,https://example.com,-0.358437368775828,0.5591986230073904,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-19 22:29:39.003964,https://example.com,0.38821526182218524,0.8257616053226963,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-19 22:29:39.003964,https://example.com,-0.2045688380307098,0.43480514853353514,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-18 22:29:39.003964,https://example.com,-0.3874033531234269,0.29924597283080345,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-18 22:29:39.003964,https://example.com,0.9824750103712772,0.17875126475568348,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-18 22:29:39.003964,https://example.com,0.6877299130240975,0.9731089847995944,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-18 22:29:39.003964,https://example.com,0.14687645611162314,0.42645304967185516,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-18 22:29:39.003964,https://example.com,0.06557315434969824,0.5709801018290988,neutral
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-17 22:29:39.003964,https://example.com,0.454880754764001,0.014940524448354808,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-17 22:29:39.003964,https://example.com,-0.4109373207136524,0.1512734078198591,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-17 22:29:39.003964,https://example.com,0.7198100214468697,0.16051670586270939,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-17 22:29:39.003964,https://example.com,-0.9610036712688963,0.13004645682728955,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-16 22:29:39.003964,https://example.com,-0.1516300078465651,0.7755244805962663,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-16 22:29:39.003964,https://example.com,-0.0437404850889247,0.6697252762639442,neutral
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-16 22:29:39.003964,https://example.com,0.7963152577215906,0.6856971976146901,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-16 22:29:39.003964,https://example.com,0.5784266355408225,0.39211857428094943,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-16 22:29:39.003964,https://example.com,0.5835629368308677,0.7818151373812643,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-15 22:29:39.003964,https://example.com,-0.6623032762676595,0.8101242213911249,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-15 22:29:39.003964,https://example.com,0.6921811690985542,0.2415945122388944,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-15 22:29:39.003964,https://example.com,-0.37041435960656766,0.7549704562737098,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-15 22:29:39.003964,https://example.com,0.5447325434248664,0.6131338045805704,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-15 22:29:39.003964,https://example.com,-0.8420087420843507,0.0721279278265039,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-14 22:29:39.003964,https://example.com,0.9484473776545079,0.8647138987450625,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-13 22:29:39.003964,https://example.com,0.4810817473346849,0.356412479346774,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-13 22:29:39.003964,https://example.com,-0.7327150769130524,0.13548112106415722,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-13 22:29:39.003964,https://example.com,-0.03862489468538577,0.3998563944023854,neutral
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-13 22:29:39.003964,https://example.com,-0.506455241276824,0.2703257021137472,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-12 22:29:39.003964,https://example.com,-0.6785983711609391,0.2811074970901837,negative
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-12 22:29:39.003964,https://example.com,0.3314230829984681,0.6505547728322901,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-12 22:29:39.003964,https://example.com,0.17038802892956273,0.6288009582193619,positive
Simulated news about AAPL,This is a simulated news article about AAPL,Simulation,2025-02-12 22:29:39.003964,https://example.com,-0.5730630145889313,0.4652485465957107,negative
